rank,feature,mean_abs_shap
630,Q_Amp_V2,7.186383267925778e-05
631,Pp_PeakTime_V3,7.136604124188989e-05
632,P-_Amp_V4,7.088592717129712e-05
633,T-_Dur_V4,7.014147699619525e-05
634,P-_Amp_V5,6.905003895677698e-05
635,Tp_PeakTime_V1,6.901139160529883e-05
636,Tp_Amp_V1,6.880083406488014e-05
637,Rp_Amp_aVL,6.555213995684567e-05
638,Tp_Amp_aVR,6.527976399472151e-05
639,Rp_PeakTime_aVL,6.413949358555825e-05
640,T-_Dur_V2,6.389233166544227e-05
641,Sp_Amp_III,6.224743160589737e-05
642,Tp_PeakTime_aVF,6.0952375450234584e-05
643,T-_Amp_V2,6.068296549784225e-05
644,Tp_Area_V6,6.0121857592749754e-05
645,Tp_Area_V2,5.952769952529504e-05
646,T+_Dur_aVR,5.926830883487633e-05
647,Rp_Dur_aVL,5.8425304589247024e-05
648,Sp_Amp_aVF,5.775459082006393e-05
649,Tp_Area_aVR,5.645799267207336e-05
650,Tp_Dur_V5,5.6285851090582003e-05
651,T-_Amp_V4,5.601900421047493e-05
652,Rp_Area_II,5.561523748356197e-05
653,Sp_Dur_aVF,5.423746919316564e-05
654,Tp_Area_V1,5.381015719808625e-05
655,Sp_Dur_III,5.361149531916872e-05
656,P-_Amp_I,5.2510137493494316e-05
657,Rp_Amp_V3,5.0780482710965754e-05
658,Sp_Area_aVF,5.067931312751071e-05
659,Rp_Dur_V2,5.01519043566016e-05
660,Rp_Amp_V2,4.959285496325294e-05
661,T_Morph_V3,4.7700698980587177e-05
662,Tp_PeakTime_II,4.61318247156934e-05
663,P+_Amp_aVR,4.6106844922058285e-05
664,Rp_Dur_V3,4.536620677385176e-05
665,Rp_Amp_II,4.529759885703387e-05
666,Tp_PeakTime_I,4.479530971709103e-05
667,Tp_Dur_aVR,4.41399764680069e-05
668,Tp_Dur_V1,4.387898307122887e-05
669,Pp_PeakTime_I,4.36532473893239e-05
670,Rp_Area_V2,4.3598902942372745e-05
671,Rp_PeakTime_V3,4.352624212414639e-05
672,Tp_Dur_I,4.323111156826999e-05
673,Sp_PeakTime_aVF,4.271988807758733e-05
674,Tp_Area_I,4.0685411174314344e-05
675,Pp_Amp_I,3.9980122826513676e-05
676,Rp_Dur_II,3.9182288633700333e-05
677,Tp_PeakTime_V4,3.912314100748212e-05
678,Sp_Area_V1,3.776035741818637e-05
679,Rp_Area_V3,3.7702610875634e-05
680,Tp_Area_V3,3.732422663917888e-05
681,Tp_Amp_II,3.727208769926443e-05
682,Rp_PeakTime_V2,3.72229282636519e-05
683,Tp_Amp_V5,3.5897779459139254e-05
684,Pp_Area_V4,3.565763207407139e-05
685,Tp_Amp_V6,3.5527091043447684e-05
686,T-_Dur_V3,3.548495089520498e-05
687,Sp_PeakTime_III,3.437002938806612e-05
688,Tp_Dur_II,3.393096678719067e-05
689,Tp_Amp_I,3.3834339844915015e-05
690,Tp_Area_II,3.368383756623814e-05
691,Tp_Dur_V6,3.2737719313025554e-05
692,Sp_Area_III,3.2385514286560484e-05
693,Pp_Dur_I,3.227930174474238e-05
694,Rp_PeakTime_II,3.144063001044242e-05
695,Tp_Amp_V2,3.1137831386292516e-05
696,Tp_Dur_V3,2.9745094477629476e-05
697,Pp_Amp_V4,2.874404652727219e-05
698,Tp_Area_V5,2.8725461317137458e-05
699,Tp_Dur_V4,2.8683087911213865e-05
700,Tp_Amp_V3,2.8577736086888963e-05
701,Sp_Dur_aVL,2.8500767477050047e-05
702,Sp_Amp_V1,2.8340381499785365e-05
703,Sp_PeakTime_aVL,2.8141239768664704e-05
704,Rp_Dur_I,2.7739547948371447e-05
705,Rp_Amp_V4,2.7487287675567436e-05
706,Tp_PeakTime_V3,2.748460933266253e-05
707,P-_Dur_V5,2.7168946386694185e-05
708,Tp_PeakTime_aVR,2.6918469373098123e-05
709,Sp_Dur_V1,2.6561445352694683e-05
710,Tp_Area_V4,2.520864731706607e-05
711,Sp_Area_aVL,2.4656566958674337e-05
712,Tp_PeakTime_V6,2.438116992047895e-05
713,Tp_PeakTime_V5,2.4174861894427796e-05
714,Sp_Area_V3,2.4023612411542193e-05
715,Tp_Amp_V4,2.3442444228976334e-05
716,Tp_PeakTime_V2,2.3391217485884215e-05
717,Tp_Dur_V2,2.3167673513722577e-05
718,Sp_Area_V4,2.2713607244626352e-05
719,Pp_PeakTime_V4,2.271003812663372e-05
720,Rp_Amp_I,2.2598179075794977e-05
721,Rp_Area_V4,2.255780943274904e-05
722,Pp_Area_I,2.249177826639522e-05
723,Sp_Amp_II,2.025515232973686e-05
724,Sp_Area_II,1.9524286636367797e-05
725,Rp_Amp_V5,1.803311960608826e-05
726,Sp_Amp_aVL,1.7701871503460942e-05
727,Sp_Area_V2,1.7474143888520015e-05
728,Sp_Dur_V3,1.746670551811809e-05
729,Rp_Area_I,1.7326117125861632e-05
730,Sp_PeakTime_II,1.72007567473162e-05
731,Pp_Dur_V4,1.687463598092845e-05
732,Rp_PeakTime_I,1.6874145094962573e-05
733,Rp_PeakTime_V4,1.6027553371003562e-05
734,Sp_PeakTime_V4,1.5990458928570372e-05
735,Rp_Area_V6,1.55768788862566e-05
736,Sp_PeakTime_V3,1.4992621168276043e-05
737,Sp_Amp_V4,1.4474761310288584e-05
738,Rp_Dur_V4,1.2661553745461282e-05
739,Sp_PeakTime_V1,1.2611275168038285e-05
740,Sp_Amp_V2,1.2363062411445835e-05
741,P_Morph_aVR,1.2014291084402764e-05
742,Sp_Amp_V3,1.128999129043096e-05
743,Rp_Area_V5,1.1270308318804063e-05
744,Sp_Dur_II,1.0713256778806465e-05
745,Pp_PeakTime_V6,1.0343381730681669e-05
746,Sp_Dur_V4,1.0304038462053485e-05
747,Pp_PeakTime_aVR,9.486826962947487e-06
748,Rp_PeakTime_V6,9.346294564637532e-06
749,Pp_Area_aVR,9.324634537995145e-06
750,Sp_PeakTime_V2,8.401114694273616e-06
751,Rp_PeakTime_V5,8.153737544568186e-06
752,P-_Dur_V6,8.10246789834526e-06
753,Pp_Dur_aVR,7.620410981307038e-06
754,Sp_Dur_V2,7.597452047412059e-06
755,Rp_Dur_V5,7.180986223632774e-06
756,Rp_Dur_V6,7.080746881374223e-06
757,Sp_Amp_V5,6.677669439780057e-06
758,Sp_PeakTime_V5,6.524254656859415e-06
759,Pp_PeakTime_V5,5.926775552899818e-06
760,Pp_Dur_V6,5.8828136545497096e-06
761,Pp_Amp_aVR,5.520621080722738e-06
762,Sp_Dur_I,5.260540233407366e-06
763,Sp_Dur_V5,4.979918057440991e-06
764,Pp_Area_V6,4.378542127669442e-06
765,Sp_Area_aVR,3.982751589723431e-06
766,Pp_Area_V5,3.95156514172405e-06
767,Pp_Amp_V6,3.27999741287338e-06
768,Sp_Area_V5,3.02814721416147e-06
769,Pp_Amp_V5,2.6976417328120725e-06
770,Pp_Dur_V5,2.511127542078102e-06
771,Rp_Amp_V6,2.4643350868712258e-06
772,P-_Amp_V6,2.39707598485464e-06
773,Sp_PeakTime_I,2.2868423833489233e-06
774,Sp_PeakTime_aVR,1.964182673837417e-06
775,Sp_Dur_aVR,1.9476653312119833e-06
776,Sp_Amp_I,1.7423850972023427e-06
777,Sp_PeakTime_V6,1.4064061804884769e-06
778,Sp_Area_I,1.3357660062690299e-06
779,Sp_Dur_V6,1.1348006464317447e-06
780,Sp_Amp_aVR,1.0612695114162698e-06
781,Sp_Area_V6,4.586146099362594e-07
782,Sp_Amp_V6,3.094136504700112e-07
